element,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
Au,-0.8749924,1.3790565,0.71140206,0.7714389,0.4123935,-0.25872606,1.3632352,1.4719951,-0.92367196,0.23180345,0.2810128,0.99391085,-0.29804406,-0.2859498,-0.4853292,0.2760204,0.48580858,-0.16004694,-0.040265672,-0.11325724,-0.5341778,-0.5225507,-0.47932702,0.03351716,0.020593394,-0.41770244,-0.43332383,0.27753377,0.011976406,-0.085312285,0.11336652,0.043132275,0.4680205,0.17036822,0.04075721,-0.18268187,-0.056229033,0.17406982,0.06076561,0.351528,0.39987552,0.2330837,0.14255953,-0.07229389,0.0051761167,-0.15586464,-0.23555344,0.07875754,0.3325386,-0.0018111058
Hg,-0.3986949,0.09287192,-0.9408404,-0.2180059,0.25751013,0.19723761,0.77087325,0.36899048,0.45890355,-0.13092896,0.49400052,0.05034616,0.4420435,-0.29629612,0.16659448,-0.56167066,-0.42674884,-0.6388862,-0.25709534,0.10452101,0.16957857,-0.29636014,-0.04022134,-0.2389341,0.057338685,-0.44767758,0.0028880127,-0.35126144,0.08534753,0.4359297,-0.5283013,0.18521282,0.0025296714,0.31332102,-0.20340022,-0.07051242,0.51772213,0.19254984,-0.6146764,0.10776484,-0.11826658,0.19204262,-0.1078311,-0.22865462,0.29980654,-0.13919035,0.007202889,0.5782517,0.10597175,-0.07483478
Tl,-0.54953986,-0.0662157,-0.9239345,0.40156186,-0.29903123,0.17432915,0.7945398,0.43246716,0.75320494,0.14724803,0.31964862,-0.6530129,-0.5782385,-0.71734524,0.4042595,-0.15951663,-0.45288694,-0.23838419,0.29126555,-0.48668253,0.23760474,0.032857098,0.1383093,-0.8776444,0.26688325,0.037036933,-0.10835434,-0.078293845,-0.24539267,0.3686193,0.53576624,0.10883033,-0.21834123,-0.3600303,-0.14991814,0.0032858104,-0.6011058,-0.2707554,0.11151111,0.41770238,-0.0754552,0.32714784,-0.17195675,-0.09246575,-0.32972863,0.17397821,-0.21357644,-0.21805985,0.009229856,0.26192677
Pb,-0.5745053,0.86118555,0.13540068,-0.9732361,0.36608785,-0.33122766,1.1170995,0.37475854,-0.15240371,-0.11566746,-0.44214424,-0.86118066,-0.86818,0.30362782,-0.17261147,-0.15093015,0.07411519,-0.4916042,-0.70874584,-0.018805996,0.044739515,-0.23384316,-0.30512202,0.5090623,-0.19462743,-0.21114501,0.01178217,0.59214467,0.18284199,0.51864696,-0.124806285,0.046003908,-0.1812653,-0.17448081,-0.07692036,0.23834184,-0.23762926,0.27598828,0.1172027,0.1819112,-0.47244957,-0.26305434,-0.37398797,0.19282591,0.2523151,-0.092906855,-0.06879047,-0.2123452,0.20691326,0.0440268
Bi,-0.47660762,0.32249653,-0.28540868,0.26192623,-0.29275817,0.062249597,0.02117956,0.267782,0.6662289,-0.33662686,0.16920869,-0.66603214,0.49501073,0.19221437,0.042826317,-0.25420898,-0.2698798,0.16096523,0.119673915,0.36031258,0.29359713,-0.23542237,-0.32145935,-0.1943962,-0.27937013,-0.47173095,-0.46954456,0.012703959,-0.12014051,-0.045732673,-0.34406644,-0.042957056,0.112958424,-0.40559375,0.3530057,0.19495505,0.07151307,-0.30663592,-0.31081703,0.27319822,-0.16745917,0.12135982,-0.22430576,-0.23230645,0.21095696,-0.026464434,-0.22974443,-0.22572428,-0.3286507,-0.20193452
Po,-0.059021994,-1.084702,-0.72670496,-0.07778767,0.3352028,-0.5426901,0.8238997,0.25850055,-0.95767283,-0.11469339,-0.07677324,-0.02736025,-0.14181782,0.21722846,0.054073144,-0.6239127,0.36331007,-0.29796106,-0.30106413,0.0018099248,0.486064,-0.00059390673,-0.52145755,-0.12762843,0.23179881,0.37520176,-0.41395074,-0.07988364,-0.12686798,-0.17528999,0.05021643,-0.10538115,0.4786755,0.16011994,0.27669853,0.031437498,-0.27992153,-0.37561077,0.1743172,0.024957348,-0.44681776,0.03108599,-0.30564934,0.33700305,-0.3096299,0.021675259,-0.14829212,0.12306216,-0.40990102,-0.15652916
At,0.42220455,-0.09595745,-0.92744946,-0.4815157,-0.52831566,0.3037824,0.04641623,0.35237682,-0.4916495,0.32973552,0.18062502,-0.5440663,-0.20994738,-0.16013363,-0.22277965,-0.44457805,-0.04053268,0.23844764,-0.37395144,0.88025373,0.36199692,0.49334317,0.55540323,0.040821437,0.48704916,-0.1432731,0.042428758,-0.05353253,0.069066785,-0.06374183,0.12751494,-0.4475267,0.23922037,-0.044214975,-0.03384284,-0.40027633,-0.6391281,-0.046218097,-0.29139906,0.25031632,-0.010661516,-0.1388479,0.30739182,-0.14813669,0.14810497,0.09304184,0.023663666,0.12365061,-0.11757491,-0.25804204
Rn,1.383789,0.9282619,-0.9611468,-1.637542,-0.6778581,-0.11458388,-0.084443435,0.9585203,-0.3335678,0.9469974,-0.10711832,-0.25538707,-0.76094073,0.6538024,0.1243482,-0.49752784,0.99257123,-0.60544235,-0.07144406,0.08344987,0.4527375,-0.35813338,0.2663793,-0.53058916,-0.38546234,0.7236899,0.26182526,-0.116989225,-0.38313162,0.29850557,0.25712073,-0.5909587,0.14648771,-0.1443873,-0.005317971,-0.31700462,0.35927466,0.09587317,-0.3039252,-0.33692637,0.3039119,-0.3951767,-0.040414877,0.025069032,-0.050648496,-0.41050485,0.05781185,-0.15469754,-0.13810256,-0.14907204
Fr,-0.30096954,-1.6337323,-0.20347515,-0.3763288,-0.18945242,0.32748866,-0.091011256,0.43810913,-0.7944852,-0.5716095,0.6957861,-0.09065926,1.1910658,-0.22192085,-0.76994824,0.44174647,0.121103,0.65063524,-0.22723174,-0.060917176,-0.27159044,-0.3800293,0.37874702,0.96068704,0.26247042,0.9884932,0.35422412,-0.3355404,-0.25821662,0.3272344,0.083926514,-0.06690627,0.06472825,-0.43082157,-0.012217965,-0.71745443,-0.096027836,-0.121623576,-0.19824345,0.28549373,-0.27895206,0.4391403,-0.18617259,0.16905841,0.4622721,-0.24185678,0.07826051,-0.2970434,-0.1731378,0.19456047
Ra,0.46456623,-0.57972527,-0.4645122,-1.1838454,-0.6219127,-0.59102416,0.09456575,0.2546423,0.397297,0.3151031,0.6325192,-0.12076777,-0.00359983,0.32415712,-0.056914635,0.54552394,-0.08908916,-0.42271465,-0.16388248,-0.00012175739,0.45026642,-0.30761072,0.12569313,0.33960134,0.050926782,0.13875872,0.20611195,0.177317,0.24196994,0.3931411,0.24659336,0.5163554,0.09379771,0.26809204,-0.1809946,-0.030101657,-0.15030763,0.0040516313,0.24795651,-0.088599466,-0.0129959285,-0.31553257,0.061785735,-0.15075147,0.12571831,0.26085895,-0.32193604,-0.13241751,0.10855819,0.12947205
Ac,0.2251889,-0.53955364,0.26598537,-0.88837504,-0.44335037,-0.49799,-0.3872493,0.42066824,-0.6897776,-0.3801137,-0.5236796,-0.2076561,0.43163514,0.31913653,0.04968695,0.025359444,0.43910053,0.42290416,-0.2237365,-0.34621513,0.06969921,0.119544685,-0.1257208,0.21108057,0.6699158,-0.33563015,0.2719701,0.2401827,-0.33385515,-0.45600933,0.12714913,0.1489445,0.044898722,0.0017470866,0.38896585,0.034222968,0.16142662,-0.5075745,-0.11278763,0.33751562,0.12787567,-0.261398,-0.054561127,-0.06031003,0.24843071,0.21928027,-0.052737612,0.18427214,0.021530189,0.0541181
Th,0.5695132,0.5562401,0.37631923,-0.48240507,0.11648803,-0.5661371,-0.6547816,0.90624106,0.4624675,0.45531797,-0.03966188,0.67561734,0.048609965,0.3679824,0.03621819,0.3166647,0.08759453,0.17917226,0.07175834,-0.009765655,-0.124981955,-0.58319575,0.21029569,0.17390053,0.019676298,0.14733972,-0.22078076,0.21333605,-0.17883852,-0.3973224,0.030989014,0.098882094,-0.086933166,0.085951954,0.106716126,0.08351593,-0.27220964,-0.3695733,-0.20203948,-0.043756872,0.06404695,0.30869853,0.2768029,-0.23564276,-0.11066092,-0.00040516164,-0.3052689,-0.016701413,0.19834194,0.3010034
Pa,0.003173411,-1.947253,-0.6486517,-0.33722484,0.72834307,-0.33951926,-1.1496242,0.1721361,-0.09990813,0.27873972,0.9571185,0.007841377,-0.5462303,0.22904643,-0.07814802,0.010729268,0.19065776,0.64649415,-0.12690225,0.28497753,-0.3824206,-0.12937473,-0.3025077,-0.19666302,0.29812035,-0.06096877,-0.34690297,0.18071237,-0.28019238,0.24810094,-0.14589323,-0.17938572,0.34383214,0.11509428,-0.24930772,-0.08444014,0.28858292,0.15095192,0.17405804,0.014982939,-0.08547887,0.11424379,-0.0023121964,-0.24478611,-0.19124661,0.15313607,-0.16592875,-0.021258911,0.26973635,-0.016781297
U,-0.23301603,-0.57815796,-0.5466361,-0.4451332,-0.2606623,-0.6247989,-0.67282987,0.14078547,0.44247097,0.803228,-0.43232977,0.88347614,-0.21766256,-0.35039553,-0.28875172,0.6446772,0.410398,0.31898618,-0.13020992,-0.39015946,-0.1721763,0.79648036,-0.44398767,-0.22504845,0.58279777,0.21933898,-0.12494151,0.2857536,-0.35756266,-0.16145241,-0.27187052,0.30936325,-0.18015543,-0.35343266,0.6876931,0.37266913,0.2880407,-0.33265206,-0.26974756,-0.16927165,-0.013902403,0.02851855,-0.19376598,-0.22327192,0.10354616,-0.36594823,-0.00017165393,-0.08051839,0.08559612,-0.009259724
Np,0.39423263,-0.6877457,0.29663748,-0.8654921,-0.8358858,-0.20269166,-1.1048298,0.17083074,-0.3459097,0.278547,0.6714517,0.104056746,-0.41596428,0.0038689524,-0.6192732,0.2444376,-0.4293669,0.19541144,0.34410027,-0.27787742,-0.42892066,0.119107485,-0.47006756,0.27904236,0.06918585,0.012056831,-0.11457838,0.033010915,0.508849,0.28644055,-0.039547652,0.16761208,-0.062288404,-0.23176664,0.19911611,-0.08074894,-0.27072152,-0.041028745,-0.22129601,-0.04726576,0.27015528,0.19717784,-0.1333625,0.17367624,-0.19598463,-0.0312136,-0.049651522,0.3210238,0.033987258,-0.25192592
Pu,-0.49236518,-1.1229162,-0.25842696,-1.5727248,-0.37578642,-0.592378,-0.22792996,0.28292528,-0.5888838,0.09889479,-0.56392217,0.0611982,-1.072557,0.20246553,0.016361661,-0.4741727,-0.7315805,-0.26938313,0.49796522,-0.70312107,-0.78766173,0.39618337,-0.5118953,0.27807388,-0.185916,0.62097156,-0.12889116,-0.34379616,0.55324674,-0.2978242,-0.033623245,0.34735927,-0.19664966,0.030508846,-0.014462314,-0.108088985,-0.47877315,-0.046660595,-0.09120326,-0.39942783,-0.29276943,0.12969278,-0.14824903,-0.05159488,-0.08906798,-0.12479706,-0.17062886,0.0057491027,0.117372975,-0.19501562
Am,1.713174,0.75705755,-0.9589585,-1.155127,-0.89492357,-0.97078675,-0.71144485,0.9344233,0.17527819,0.37163883,0.4656538,-0.19912565,0.4444031,-0.1050073,0.6631092,-0.46396017,0.11091026,-0.016980106,-0.45229763,-0.46380466,0.12220131,0.09384973,-0.61705065,0.3294569,-0.18701327,-0.30333152,0.13357604,-0.5950464,0.043705087,-0.068158686,-0.07063241,0.08604984,0.034636386,-0.15826944,0.1880311,0.104821056,0.13403586,-0.07114067,0.20926023,-0.07652591,0.32698527,-0.038711175,0.1914594,0.42252344,0.10818285,-0.08403891,0.014801659,-0.10165281,0.27788305,0.19229144
Cm,0.8184234,0.032364056,0.87800324,-1.1945024,-0.0910378,-0.028066657,-0.5738425,0.27758783,-0.23417684,-0.012650011,-0.10345387,-0.39555138,-0.58136,-0.14389701,0.086455144,0.113646194,0.462918,0.41675183,0.00079691596,0.11083891,0.12834299,-0.27242655,-0.19041596,0.41234145,0.2641379,-0.28906575,-0.31156218,-0.3493361,0.24436535,-0.1100117,0.13089937,0.26227245,-0.1871789,-0.10452469,-0.16228065,0.42465198,0.60093415,0.17273864,-0.039273635,0.05809383,0.03311742,-0.11116989,-0.24283904,-0.09985401,-0.09668284,-0.18911794,0.32287464,0.108654246,-0.23871186,-0.020278055
Bk,0.66507345,-0.67156684,0.7229332,-0.23263207,-1.361134,0.5536433,-0.86155176,1.2225726,-0.33335164,-0.10652923,-0.045786433,-0.013218958,0.28569388,-0.75018835,0.51992637,0.6208886,0.28402728,0.47076744,0.037734054,0.5209577,-0.013868365,-0.068421096,0.4310534,-0.66512734,0.087701276,0.15539204,-0.4846506,0.0023407154,0.3598572,0.40718538,-0.082245484,-0.1254221,-0.4554032,-0.10058063,-0.16692221,0.34213042,0.24616975,0.113744825,-0.2337831,0.22407302,-0.11624375,-0.010017276,0.005252137,-0.1929386,-0.18518864,-0.06846214,-0.22196296,0.20601971,-0.19084965,0.07460503
Cf,0.41006058,-1.4822342,-0.067953646,-0.06169445,-0.48727375,-0.07641337,0.02657066,0.05187142,-0.65191895,-0.27774036,-0.6848773,0.873831,-0.4986726,-0.42822626,0.32502228,0.050232477,0.25363132,0.31207338,-0.89697635,0.07524371,0.5224248,0.17695528,0.21096656,-0.07145402,0.035526242,0.22990724,0.063546255,-0.06998263,-0.11702925,-0.17878507,0.4743494,0.041899007,0.3652155,0.0040510297,-0.039105847,0.16025853,0.20367533,0.29746592,0.15305519,0.040199056,-0.1620597,-0.012039502,-0.14993134,0.29751936,0.02480231,-0.09725326,0.019450158,0.3301955,0.06326823,-0.16732499
Es,0.7790207,-0.9215456,-0.5292758,-0.5933566,-0.26420248,-0.029454302,0.8052619,0.5423104,0.6699762,-0.6232978,0.22317153,0.5704686,0.5004686,-0.1073868,1.173842,-0.009120744,-0.3206653,-0.16122817,0.3391327,-0.35708314,0.30497196,-0.11490597,0.07458019,0.70798683,-0.12593922,-0.19834754,0.16947562,-0.17347777,0.12840994,-0.07758035,-0.041887686,-0.64505047,-0.60390174,0.10441291,-0.19513272,-0.03022302,0.34387374,-0.27504608,0.015273403,0.27219486,-0.35363007,0.014978204,0.14379042,-0.22640455,0.025859773,-0.06059677,0.3418241,-0.50693685,-0.12471418,-0.3137332
Fm,1.0902619,-2.2374513,-0.7456448,0.6464707,0.9555936,-0.18112133,-0.28344765,0.035967495,0.22274873,-0.0941768,-0.7641654,-0.06616932,0.13349181,0.023664743,0.4095999,0.4426917,-0.09360625,-0.38754845,0.23785436,0.45372134,-0.148078,0.010211945,-0.6450115,0.022441387,-0.40612674,0.3623999,-0.07789116,-0.498178,0.11809667,0.18939137,0.07774826,-0.61052537,-0.114617676,0.3769197,0.563289,-0.058240116,0.2679835,-0.44673473,0.038871363,-0.15578285,-0.09702008,0.05591616,-0.08928552,0.062991604,0.14457542,0.10725595,0.14397083,-0.04992293,0.3765916,0.29791722
Md,1.564146,-1.2046754,-0.044211164,-0.16782829,1.3854359,-0.32624808,-0.79290056,0.30702376,-0.37378824,-0.38471937,0.019807443,-0.41545627,0.1054243,-0.2697583,0.1569443,0.28612906,-0.019009896,-0.2813282,-0.018342543,0.75017107,0.25479576,0.048714966,-0.06152046,-0.35137707,-0.24188092,0.13765663,-0.093611464,-0.21512231,0.43426007,-0.24241717,0.24355057,-0.23559023,0.015790042,-0.4129208,0.14936006,0.48984766,0.40605563,0.2879461,-0.010791808,0.33084527,-0.21418473,0.7278041,0.29762962,0.098528326,-0.1956692,0.3842418,0.19033706,0.03562509,0.17331015,-0.23340738
No,3.1163683,-0.5586035,0.29254815,0.23719096,-0.19481388,0.077280626,0.9413245,-0.18035755,0.48913392,-0.17812623,-0.032459162,0.35214812,-0.44173974,-0.04822105,-0.09787383,0.40409654,0.82403743,-0.7571679,1.0520147,-0.78920525,-0.010093935,-0.13645308,-0.1686595,-0.13198693,0.628012,-0.41756535,-0.053124294,0.090731725,0.52804077,-0.20110713,0.22617206,0.1106458,0.23347986,-0.23305693,0.27022702,-0.23683725,0.093162924,-0.1767157,0.121714085,0.18918167,-0.15998459,0.01499949,0.44192493,0.015413329,0.64883137,-0.052796856,0.5561805,0.16687548,-0.032799236,0.11185177
Lr,1.4931908,-1.7055074,-0.7199,-0.08625346,-0.04227442,-0.6024183,-0.017302185,0.16808437,0.22210991,0.23411441,-0.4257852,1.0140952,0.21028689,0.06968199,-0.36508912,0.69026685,-0.5494579,-0.57647365,-0.68904775,0.07822853,0.2590626,0.34179422,-0.37685865,0.747631,-0.5494812,-0.3964595,-0.5459719,0.16773227,-0.21617559,0.271746,0.13331975,-0.051648583,0.12440065,-0.02442237,-0.18311782,0.1477204,-0.41161802,0.40392792,-0.3589932,-0.23966192,0.2452797,0.10120318,0.25258997,-0.23930362,-0.23171648,0.06557165,-0.13202341,-0.39934272,-0.39444864,0.44534993
Rf,1.3520765,-1.9668102,0.89503217,0.40121824,-0.829972,0.28913823,-0.48063183,1.0005516,0.42670575,-0.36231208,-0.91115946,-0.16899852,0.08997075,-0.12729333,-0.054403067,-0.078492686,0.010818608,-0.6914779,0.002226472,0.1807392,-0.43505174,0.4297104,0.5009941,-0.28228983,-0.16240612,-0.61333394,-0.08897501,0.17331494,0.22323316,0.4312291,-0.43571925,0.14663148,0.25814423,0.7162142,-0.0808914,-0.23855272,0.12308961,-0.111160144,0.10591716,0.2554984,-0.17854846,0.15895373,-0.117282845,0.21545066,0.003129933,0.09317359,-0.50775045,-0.43742004,0.008660209,0.004692018
Db,2.7985735,0.8347362,0.60928434,0.39840147,-0.38626856,0.31083098,-0.48802865,-0.19832928,-0.61348146,-0.27412662,0.66399455,0.25368696,-0.013735808,-0.31756502,-0.37029803,-0.34388608,-0.3501974,-0.41867492,-0.36864576,-0.59669936,-0.059208386,0.6290127,0.33444947,-0.8835406,-0.3112871,0.23283741,-0.5007205,-0.116258375,-0.07444745,0.46949017,-0.41367024,0.44258657,-0.11430217,-0.19456302,0.4662723,-0.44096738,-0.11715052,0.39558524,0.22405422,-0.2117976,0.26375157,0.023084357,-0.27442175,-0.24891762,0.12101601,0.69905245,0.3354901,-0.23096097,0.023727195,0.09239808
Sg,2.4860437,0.31827652,-0.043922022,0.18609816,-0.31259993,0.34279835,0.64821744,0.15586233,-0.043994263,-0.2332569,0.106871136,-0.012784012,0.084996134,0.64133424,-0.032313533,0.684152,-0.8761331,0.66783935,-0.63262093,0.039385352,-0.18761414,-0.087344795,-0.101521134,0.0033799931,0.48672706,0.16849637,0.6495001,0.0531212,0.6603465,0.16305594,0.018049918,-0.34333044,0.21140853,0.41451514,-0.099835634,-0.09268852,0.49406803,-0.20405617,0.28664815,-0.011475821,0.4834386,-0.15342024,-0.28895754,0.03144845,-0.23096465,0.31455982,0.04909902,0.10601066,-0.22590733,-0.2528612
Bh,2.989354,-1.4466385,-0.22640134,0.38713247,0.7766931,-0.10526366,0.40673333,-0.86264193,-0.2115053,-0.32829675,-0.8419907,0.5037486,0.1292424,1.6865535,-0.28233567,-0.29957008,0.10657908,0.2660514,0.65405846,0.5366814,-0.4312688,-0.17694867,0.008818966,-0.30477867,-0.5305302,-0.23026718,-0.258665,0.010616083,0.0357749,-0.118704766,0.5085335,0.30530736,-0.25139067,-0.5206773,-0.47986466,-0.42167753,0.3086124,0.29973683,0.09239951,0.27089942,0.023951476,-0.27767387,-0.11248984,0.14994751,0.18592158,-0.24922371,-0.3065446,-0.22832946,-0.123156376,0.31078044
Hs,2.039627,-0.66509384,0.82138246,-0.4685651,1.0068446,-0.07757684,0.27688986,0.2939245,0.44908023,-0.33103815,-0.4114769,0.13799794,-0.0064372495,0.28223032,-0.22297277,-0.23290168,0.061685275,-0.30820665,0.13805503,0.51505935,0.23964484,0.8077397,0.6482141,0.1964402,-0.049229503,0.44526586,-0.1282289,0.9776788,0.33997813,-0.20331894,-0.32377625,0.54711276,-0.060108773,-0.19659388,-0.34425354,0.16865164,0.14509179,-0.37900695,-0.13509624,0.058698352,0.6271484,-0.14159444,-0.09669248,0.42423332,-0.18197948,0.0051805004,0.16586956,-0.020417452,0.06477745,-0.054444328
Mt,2.694315,0.5965661,0.45139676,0.6450634,0.11996561,0.26834324,0.50882816,0.28526506,-1.103384,-0.42447945,1.3283398,0.34627578,0.3171563,-0.23079579,-0.18992113,-0.31334066,-0.37727082,0.40953833,0.5053987,-0.100001484,0.23943272,0.35302824,-0.21581425,-0.010537058,-0.35435227,-0.44396207,-0.08287839,0.51353335,0.060539555,-0.5039608,0.4663478,-0.16004948,-0.07972144,0.05457729,0.18220757,-0.3305527,-0.32240564,-0.13671586,-0.4642768,-0.25874785,-0.47721466,-0.32162791,-0.16373383,0.012748584,-0.38749665,-0.24415934,0.51515603,-0.20785078,0.12157694,-0.05979578
Ds,2.9727392,-0.087771475,-0.14659885,0.71320987,0.28048825,-0.3968463,0.33037382,-0.4960125,0.47010702,0.02762983,-0.4806211,0.5748712,0.7483711,0.541212,-0.35423642,-0.40138316,0.26231706,0.48999858,0.4215011,-0.23134455,-0.21143733,-0.082616694,0.40115482,-0.23814969,-0.08263178,-0.058152072,0.19630226,-0.38868296,-0.4836183,0.6865316,0.21450743,-0.011475783,0.1782198,0.059435237,-0.06200834,0.7272535,-0.40695226,-0.35346273,-0.37408727,-0.11068794,-0.45022747,-0.44555816,-0.44218186,0.12074688,-0.24256262,0.07819584,-0.24555197,0.6244818,-0.10164816,0.08000379
Rg,2.718882,0.37554008,0.35875493,0.6406096,-0.57846236,0.0356908,0.12155253,-0.4611032,-0.10921612,0.06878467,0.36829245,-0.24790066,-0.117965624,-0.0119461715,-0.02160091,0.26138517,0.22284046,0.41840214,-0.24830112,-0.22928545,-0.40528968,-0.40194613,0.1595205,0.056819618,0.45045537,-0.37135524,0.39439803,-0.08994003,-0.118732125,-0.26163548,0.13878717,0.15117611,-0.17757645,0.23746765,-0.26825944,-0.16530313,0.08412916,0.35094166,0.07940604,-0.258569,-0.4866194,0.15636262,-0.19250733,-0.04619544,-0.106272906,0.09933659,0.11964291,-0.12765247,0.35060555,-0.080396466
Cn,3.1615684,0.78493106,0.37633833,0.9039899,-0.5505152,0.36002415,-0.504966,-0.3916703,0.302593,0.12700951,0.15695636,-0.6301005,-0.2009373,0.76442605,-0.3373413,0.22831018,-0.5922792,0.04213128,-0.9318652,-0.62875366,0.4364466,-0.27746606,-0.17837058,0.12506011,0.044606186,-0.3575564,-0.19346076,-0.33451024,-0.16050579,0.2887568,0.5439445,-0.079666704,-0.17177275,0.19756842,0.7365012,0.049742088,-0.20006235,0.46334904,-0.34440947,0.31588495,0.49385157,0.0023162933,-0.023815956,-0.11586359,0.00024398044,-0.34383726,-0.22541466,0.16870596,-0.1728197,-0.17782283
Nh,2.2986617,-0.2766022,-0.6887051,0.62897015,0.9171511,-0.19215618,0.08960251,0.11381615,0.3187636,0.16883573,0.41318083,-0.2282508,-0.09753305,-0.57466364,0.36529195,0.009069229,0.17464516,0.24999508,0.07754304,0.119805306,0.19454806,-0.14521873,-0.602644,-0.21770638,0.20841685,0.51198083,0.27232465,0.2689614,-0.12602209,0.009287918,0.29742417,-0.013065487,0.39547294,-0.2413168,0.09248934,0.19367675,-0.3129651,0.27204543,0.30087224,0.3885327,-0.16941093,-0.38880572,0.2784912,0.030525133,-0.016585905,0.5269538,0.066489935,-0.2601769,0.18248913,-0.2917377
Fl,2.5648313,-0.50485784,1.0548658,0.8155277,0.5429897,0.41265965,0.34588015,-0.61804694,-0.8635839,0.058685876,-0.40915024,-0.7690275,-0.27826297,-0.22426054,-0.031378504,-0.4640714,1.0683622,-0.37096238,-0.30033183,0.009275165,-0.47600466,-0.043823898,0.41184354,0.17996638,0.34538114,-0.25615147,0.0020087212,-0.51948327,0.31541297,0.3411429,-0.895543,-0.31063625,-0.24417824,0.095777005,0.2653775,-0.14945617,-0.34097445,-0.2724802,-0.16445385,-0.31953776,-0.032588974,-0.076958925,0.41840643,-0.24444479,-0.15493348,0.093966424,-0.098654225,0.073621884,0.17177375,-0.07618038
Mc,2.2186692,0.31244713,-0.4013945,0.92126286,0.47086793,-0.1480107,-0.01981067,-0.082400575,0.88538486,0.19950369,0.68753433,-1.0948225,-0.5944165,-0.6102166,-0.18062027,-0.6603693,0.021727081,0.25768653,0.09011373,-0.08172351,0.17976561,-0.14248267,-0.10362246,0.08680362,0.20681885,0.049445942,0.12385386,0.37339723,-0.2428024,-0.20289224,0.067400195,0.04223676,0.2116934,-0.24903592,-0.012720153,0.35091776,-0.012988053,-0.43067747,0.050498694,-0.052113406,0.3655148,0.46879473,-0.020852432,0.13273963,0.21269138,-0.070093006,-0.07565668,-0.3204161,0.08763996,0.39400792
Lv,2.827232,-0.37754196,-0.17444496,0.15320858,0.6102654,-0.33728543,0.3393119,-0.16376466,0.22115211,-0.16984525,-0.24386309,-0.33223426,-0.088143624,-0.13768373,-0.09355378,-0.4258292,0.6191941,0.23275328,0.45160714,0.10137397,0.1343634,0.0053827465,0.068122014,0.35653555,-0.08325024,0.60937333,0.44199368,-0.043271147,0.01502423,0.08503011,-0.65772665,-0.2297727,-0.11224478,0.07051243,-0.31345278,0.14001487,-0.34355265,-0.028532,0.15330255,0.057725362,0.58025926,0.45598102,0.08543757,-0.45186982,-0.24942632,-0.48374754,-0.04956314,0.2248824,0.022037499,-0.2483884
Ts,3.307386,0.80406415,-0.3598663,0.8192536,-1.0139388,0.7571231,0.23614398,0.12989068,0.32271838,0.2971577,-0.4164011,-0.40415955,-0.047707487,-1.0940593,-0.48913687,0.28026232,-0.6887789,0.08384982,-0.025868818,0.33010143,-0.15146849,-0.19059187,-0.4437007,0.42736068,-0.37862027,0.24016666,0.03897045,0.24531752,-0.24232347,-0.53959066,-0.20320874,0.18856011,-0.17057577,0.08116505,-0.6287067,-0.09240234,0.13110465,0.11092827,0.32508603,-0.5228733,-0.39958715,-0.09161929,0.17987359,-0.29034615,0.07243384,-0.349073,-0.12149524,0.4624409,-0.18547197,0.084542245
Og,1.4513221,-1.2734133,-0.43006015,0.14820924,0.05083942,0.7638155,0.39196712,0.2015017,0.61241734,0.4519258,-0.3331601,-0.40830886,0.29110545,-0.52977854,-0.24927619,0.46177858,-0.1389818,-0.15339726,-0.42437592,-0.16448748,0.005806733,0.16876173,0.18980479,0.17934749,-0.25427586,0.39127293,0.34331805,0.19311158,0.040634498,-0.32895958,0.019405367,0.26994252,-0.09892225,0.034405414,0.16362904,0.12179579,0.27831864,0.35677323,0.22974356,0.122469366,-0.2633318,-0.14076784,-0.12046846,0.018424228,0.028370276,0.11887927,-0.11269499,-0.0974409,0.040628217,-0.24153233
